per_unit_group,footprint_type,unit,centile_25,centile_50,centile_75,centile_up,centile_down,weighted_avg,chart_group
Pig meat,kg_co2e_excl_luc,per_serving,0.6608508333508527,0.7538432582515893,0.9500013315231891,0.19615807327159984,0.09299242490073656,0.8974215208666974,Terrestrial meat
Pig meat,l_blue_wf_excl_pond,per_g_protein,2.644023367806193,3.5617967283920584,5.767753700402674,2.205956972010616,0.9177733605858656,3.032108690877587,Terrestrial meat
Pig meat,l_blue_wf_excl_pond,per_kcal,0.0930496637110568,0.1253483580438298,0.20298139143754024,0.07763303339371044,0.03229869433277299,0.10670733755867956,Terrestrial meat
Pig meat,l_blue_wf_excl_pond,per_kg_edible_wt,388.2872954160563,523.066639776568,847.0218199370559,323.9551801604879,134.7793443605117,445.279454532671,Terrestrial meat
Pig meat,l_blue_wf_excl_pond,per_kg_nut_adjusted,283.4497256537211,381.8386470368946,618.3259285540507,236.48728151715613,98.38892138317351,325.0540018088498,Terrestrial meat
Pig meat,l_blue_wf_excl_pond,per_serving,44.031054497229334,59.314780559601886,96.0506932734649,36.735912713863016,15.283726062372551,50.493858955689774,Terrestrial meat
Pig meat,l_green_wf,per_g_protein,31.236887625741065,37.3707501651342,47.52323508376604,10.152484918631842,6.133862539393132,33.66465734575676,Terrestrial meat
Pig meat,l_green_wf,per_kcal,1.0993026477549384,1.3151683066934778,1.6724591381637364,0.35729083147025853,0.21586565893853948,1.1847418154892178,Terrestrial meat
Pig meat,l_green_wf,per_kg_edible_wt,4587.2841976725385,5488.07082644238,6979.011095279221,1490.940268836841,900.7866287698416,4943.813625496789,Terrestrial meat
Pig meat,l_green_wf,per_kg_nut_adjusted,3348.717464300953,4006.291703302937,5094.678099553831,1088.386396250894,657.5742390019841,3608.983946612656,Terrestrial meat
Pig meat,l_green_wf,per_serving,520.1894650855634,622.3369873196898,791.4068307172857,169.06984339759595,102.14752223412643,560.619236679235,Terrestrial meat
Pond-raised fish,l_blue_wf_brackish_pond,per_g_protein,0.0,0.0,0.0,0.0,0.0,0.0,Aquatic animals
Pond-raised fish,l_blue_wf_brackish_pond,per_kcal,0.0,0.0,0.0,0.0,0.0,0.0,Aquatic animals
Pond-raised fish,l_blue_wf_brackish_pond,per_kg_edible_wt,0.0,0.0,0.0,0.0,0.0,0.0,Aquatic animals
Pond-raised fish,l_blue_wf_brackish_pond,per_kg_nut_adjusted,0.0,0.0,0.0,0.0,0.0,0.0,Aquatic animals
Pond-raised fish,l_blue_wf_brackish_pond,per_serving,0.0,0.0,0.0,0.0,0.0,0.0,Aquatic animals
Pond-raised fish,l_blue_wf_excl_pond,per_g_protein,0.9454740779715007,1.4135764401044497,1.9025348480750055,0.4889584079705558,0.468102362132949,1.3983979222143992,Aquatic animals
Pond-raised fish,l_blue_wf_excl_pond,per_kcal,0.14867166476355367,0.22227871447492095,0.2991652862031313,0.07688657172821037,0.07360704971136728,0.22006702592940008,Aquatic animals
Pond-raised fish,l_blue_wf_excl_pond,per_kg_edible_wt,204.0,305.0,410.5,105.5,101.0,302.0,Aquatic animals
Pond-raised fish,l_blue_wf_excl_pond,per_kg_nut_adjusted,102.0,152.5,205.25,52.75,50.5,151.0,Aquatic animals
Pond-raised fish,l_blue_wf_excl_pond,per_serving,24.785592,37.05689,49.874928999999995,12.818038999999992,12.271298000000002,36.692396,Aquatic animals
Pond-raised fish,l_blue_wf_freshwater_pond,per_g_protein,24.211551879035127,48.20063926913578,48.20063926913578,0.0,23.98908739010065,25.238771492679007,Aquatic animals
Pond-raised fish,l_blue_wf_freshwater_pond,per_kcal,3.80716067021963,7.5793397722596,7.5793397722596,0.0,3.77217910203997,3.968686463042913,Aquatic animals
Pond-raised fish,l_blue_wf_freshwater_pond,per_kg_edible_wt,5224.0,10400.0,10400.0,0.0,5176.0,5445.637806964462,Aquatic animals
Pond-raised fish,l_blue_wf_freshwater_pond,per_kg_nut_adjusted,2612.0,5200.0,5200.0,0.0,2588.0,2722.818903482231,Aquatic animals
Pond-raised fish,l_blue_wf_freshwater_pond,per_serving,634.705552,1263.5792,1263.5792,0.0,628.8736479999999,661.6341022705681,Aquatic animals
Pond-raised fish,l_green_wf,per_g_protein,12.439472672919159,15.790344037494624,17.878265959681688,2.087921922187064,3.3508713645754646,14.698408865494958,Aquatic animals
